id,timestamp,target_embedding,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
40,20251219_022834,gln_93steps_concat.csv,Preset_8,LSTM,42,512,4,"[512, 256, 128, 64]",True,nan,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,False,16,SGD,0.7,0.001,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.14576,2.33008,0.43182,0.37037,"[0.44444, 0.15385, 0.51282]",1150,0.44251,1.42134,0.54545,0.51933,"[0.6, 0.42857, 0.52941]",447,STOPPED,2150.949

41,20251219_022834,baseline_31steps_concat.csv,Preset_9,LSTM,42,512,2,"[384, 384]",False,L2,0.0,[],[],last,,nan,False,True,96,AdamW,,0.0008,5e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11708,2.28981,0.45455,0.38924,"[0.53061, 0.25, 0.3871]",187,0.47749,1.46683,0.5,0.45275,"[0.45714, 0.28571, 0.61538]",92,COMPLETED,17.284
42,20251219_022834,gaitgl_64steps_concat.csv,Preset_9,LSTM,42,768,2,"[384, 384]",False,L2,0.0,[],[],last,,nan,False,True,96,AdamW,,0.0008,5e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11458,2.06963,0.45455,0.34314,"[0.5, 0.0, 0.52941]",90,0.28171,2.80138,0.52273,0.47174,"[0.57778, 0.28571, 0.55172]",57,COMPLETED,14.813
43,20251219_022834,gaitpart_16steps_concat.csv,Preset_9,LSTM,42,512,2,"[384, 384]",False,L2,0.0,[],[],last,,nan,False,True,96,AdamW,,0.0008,5e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11864,1.4323,0.63636,0.57268,"[0.73469, 0.4, 0.58333]",346,0.14284,1.61955,0.63636,0.60413,"[0.7027, 0.4, 0.70968]",316,COMPLETED,24.392
44,20251219_022834,gaitset_62steps_concat.csv,Preset_9,LSTM,42,768,2,"[384, 384]",False,L2,0.0,[],[],last,,nan,False,True,96,AdamW,,0.0008,5e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11966,2.33243,0.38636,0.33537,"[0.43902, 0.14286, 0.42424]",315,0.47866,1.87551,0.47727,0.47721,"[0.48485, 0.47619, 0.47059]",144,COMPLETED,50.328
45,20251219_022834,gln_93steps_concat.csv,Preset_9,LSTM,42,512,2,"[384, 384]",False,L2,0.0,[],[],last,,nan,False,True,96,AdamW,,0.0008,5e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1045,1.9383,0.54545,0.50654,"[0.66667, 0.35294, 0.5]",219,0.66844,1.26877,0.56818,0.53671,"[0.61905, 0.42857, 0.5625]",60,COMPLETED,41.599

46,20251219_022834,baseline_31steps_concat.csv,Preset_10,LSTM,42,512,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,False,48,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10909,2.84948,0.43182,0.39794,"[0.47368, 0.23529, 0.48485]",421,0.74377,1.22046,0.59091,0.48946,"[0.66667, 0.25, 0.55172]",238,COMPLETED,91.224
47,20251219_022834,gaitgl_64steps_concat.csv,Preset_10,LSTM,42,768,2,"[160, 160]",True,minmax,0.2,[1],[],attention,128,relu,True,False,48,AdamW,,0.0002,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10633,1.12134,0.15909,0.0915,"[0.0, 0.27451, 0.0]",138,1.10633,1.12134,0.15909,0.0915,"[0.0, 0.27451, 0.0]",138,STOPPED,45.323
